filepaths,labels
data/class_1/64.jpg,class_1
data/class_1/65.jpg,class_1
data/class_1/66.jpg,class_1
data/class_1/67.jpg,class_1
data/class_1/68.jpg,class_1
data/class_1/69.jpg,class_1
data/class_1/7.jpg,class_1
data/class_1/70.jpg,class_1
data/class_1/71.jpg,class_1
data/class_1/72.jpg,class_1
data/class_1/73.jpg,class_1
data/class_1/74.jpg,class_1
data/class_1/75.jpg,class_1
data/class_1/76.jpg,class_1
data/class_1/77.jpg,class_1
data/class_1/78.jpg,class_1
data/class_1/79.jpg,class_1
data/class_1/8.jpg,class_1
data/class_1/80.jpg,class_1
data/class_1/81.jpg,class_1
data/class_1/82.jpg,class_1
data/class_1/83.jpg,class_1
data/class_1/84.jpg,class_1
data/class_1/85.jpg,class_1
data/class_1/86.jpg,class_1
data/class_1/87.jpg,class_1
data/class_1/88.jpg,class_1
data/class_1/89.jpg,class_1
data/class_1/9.jpg,class_1
data/class_1/90.jpg,class_1
data/class_1/91.jpg,class_1
data/class_1/92.jpg,class_1
data/class_1/93.jpg,class_1
data/class_1/94.jpg,class_1
data/class_1/95.jpg,class_1
data/class_1/96.jpg,class_1
data/class_1/97.jpg,class_1
data/class_1/98.jpg,class_1
data/class_1/99.jpg,class_1
data/class_10/1.jpg,class_10
data/class_10/10.jpg,class_10
data/class_10/100.jpg,class_10
data/class_10/101.jpg,class_10
data/class_10/102.jpg,class_10
data/class_10/103.jpg,class_10
data/class_10/104.jpg,class_10
data/class_10/105.jpg,class_10
data/class_10/106.jpg,class_10
data/class_10/107.jpg,class_10
data/class_10/108.jpg,class_10
data/class_10/109.jpg,class_10
data/class_10/11.jpg,class_10
data/class_10/110.jpg,class_10
data/class_10/111.jpg,class_10
data/class_10/112.jpg,class_10
data/class_10/113.jpg,class_10
data/class_10/114.jpg,class_10
data/class_10/115.jpg,class_10
data/class_10/116.jpg,class_10
data/class_10/117.jpg,class_10
data/class_10/118.jpg,class_10
data/class_10/119.jpg,class_10
data/class_10/12.jpg,class_10
data/class_10/120.jpg,class_10
data/class_10/121.jpg,class_10
data/class_10/122.jpg,class_10
data/class_10/123.jpg,class_10
data/class_10/124.jpg,class_10
data/class_10/125.jpg,class_10
data/class_10/126.jpg,class_10
data/class_10/127.jpg,class_10
data/class_10/128.jpg,class_10
data/class_10/129.jpg,class_10
data/class_10/13.jpg,class_10
data/class_10/130.jpg,class_10
data/class_10/131.jpg,class_10
data/class_10/132.jpg,class_10
data/class_10/133.jpg,class_10
data/class_10/134.jpg,class_10
data/class_10/135.jpg,class_10
data/class_10/136.jpg,class_10
data/class_10/137.jpg,class_10
data/class_10/138.jpg,class_10
data/class_10/139.jpg,class_10
data/class_10/14.jpg,class_10
data/class_10/140.jpg,class_10
data/class_10/141.jpg,class_10
data/class_10/142.jpg,class_10
data/class_10/143.jpg,class_10
data/class_10/144.jpg,class_10
data/class_10/145.jpg,class_10
data/class_10/146.jpg,class_10
data/class_10/147.jpg,class_10
data/class_10/148.jpg,class_10
data/class_10/149.jpg,class_10
data/class_10/15.jpg,class_10
data/class_10/150.jpg,class_10
data/class_10/151.jpg,class_10
data/class_10/152.jpg,class_10
data/class_10/153.jpg,class_10
data/class_10/154.jpg,class_10
data/class_10/155.jpg,class_10
data/class_10/156.jpg,class_10
data/class_10/157.jpg,class_10
data/class_10/158.jpg,class_10
data/class_10/159.jpg,class_10
data/class_10/16.jpg,class_10
data/class_10/160.jpg,class_10
data/class_10/161.jpg,class_10
data/class_10/162.jpg,class_10
data/class_10/163.jpg,class_10
data/class_10/164.jpg,class_10
data/class_10/165.jpg,class_10
data/class_10/166.jpg,class_10
data/class_10/167.jpg,class_10
data/class_10/168.jpg,class_10
data/class_10/169.jpg,class_10
data/class_10/17.jpg,class_10
data/class_10/170.jpg,class_10
data/class_10/171.jpg,class_10
data/class_10/172.jpg,class_10
data/class_10/173.jpg,class_10
data/class_10/174.jpg,class_10
data/class_10/175.jpg,class_10
data/class_10/176.jpg,class_10
data/class_10/177.jpg,class_10
data/class_10/178.jpg,class_10
data/class_10/179.jpg,class_10
data/class_10/18.jpg,class_10
data/class_10/180.jpg,class_10
data/class_10/181.jpg,class_10
data/class_10/182.jpg,class_10
data/class_10/183.jpg,class_10
data/class_10/184.jpg,class_10
data/class_10/185.jpg,class_10
data/class_10/186.jpg,class_10
data/class_10/187.jpg,class_10
data/class_10/188.jpg,class_10
data/class_10/189.jpg,class_10
data/class_10/19.jpg,class_10
data/class_10/190.jpg,class_10
data/class_10/191.jpg,class_10
data/class_10/192.jpg,class_10
data/class_10/193.jpg,class_10
data/class_10/2.jpg,class_10
data/class_10/20.jpg,class_10
data/class_10/21.jpg,class_10
data/class_10/22.jpg,class_10
data/class_10/23.jpg,class_10
data/class_10/24.jpg,class_10
data/class_10/25.jpg,class_10
data/class_10/26.jpg,class_10
data/class_10/27.jpg,class_10
data/class_10/28.jpg,class_10
data/class_10/29.jpg,class_10
data/class_10/3.jpg,class_10
data/class_10/30.jpg,class_10
data/class_10/31.jpg,class_10
data/class_10/32.jpg,class_10
data/class_10/33.jpg,class_10
data/class_10/34.jpg,class_10
data/class_10/35.jpg,class_10
data/class_10/36.jpg,class_10
data/class_10/37.jpg,class_10
data/class_10/38.jpg,class_10
data/class_10/39.jpg,class_10
data/class_10/4.jpg,class_10
data/class_10/40.jpg,class_10
data/class_10/41.jpg,class_10
data/class_10/42.jpg,class_10
data/class_10/43.jpg,class_10
data/class_10/44.jpg,class_10
data/class_10/45.jpg,class_10
data/class_10/46.jpg,class_10
data/class_10/47.jpg,class_10
data/class_10/48.jpg,class_10
data/class_10/49.jpg,class_10
data/class_10/5.jpg,class_10
data/class_10/50.jpg,class_10
data/class_10/51.jpg,class_10
data/class_10/52.jpg,class_10
data/class_10/53.jpg,class_10
data/class_10/54.jpg,class_10
data/class_10/55.jpg,class_10
data/class_10/56.jpg,class_10
data/class_10/57.jpg,class_10
data/class_10/58.jpg,class_10
data/class_10/59.jpg,class_10
data/class_10/6.jpg,class_10
data/class_10/60.jpg,class_10
data/class_10/61.jpg,class_10
data/class_10/62.jpg,class_10
data/class_10/63.jpg,class_10
data/class_10/64.jpg,class_10
data/class_10/65.jpg,class_10
data/class_10/66.jpg,class_10
data/class_10/67.jpg,class_10
data/class_10/68.jpg,class_10
data/class_10/69.jpg,class_10
data/class_10/7.jpg,class_10
data/class_10/70.jpg,class_10
data/class_10/71.jpg,class_10
data/class_10/72.jpg,class_10
data/class_10/73.jpg,class_10
data/class_10/74.jpg,class_10
data/class_10/75.jpg,class_10
data/class_10/76.jpg,class_10
data/class_10/77.jpg,class_10
data/class_10/78.jpg,class_10
data/class_10/79.jpg,class_10
data/class_10/8.jpg,class_10
data/class_10/80.jpg,class_10
data/class_10/81.jpg,class_10
data/class_10/82.jpg,class_10
data/class_10/83.jpg,class_10
data/class_10/84.jpg,class_10
data/class_10/85.jpg,class_10
data/class_10/86.jpg,class_10
data/class_10/87.jpg,class_10
data/class_10/88.jpg,class_10
data/class_10/89.jpg,class_10
data/class_10/9.jpg,class_10
data/class_10/90.jpg,class_10
data/class_10/91.jpg,class_10
data/class_10/92.jpg,class_10
data/class_10/93.jpg,class_10
data/class_10/94.jpg,class_10
data/class_10/95.jpg,class_10
data/class_10/96.jpg,class_10
data/class_10/97.jpg,class_10
data/class_10/98.jpg,class_10
data/class_10/99.jpg,class_10
data/class_100/1.jpg,class_100
data/class_100/10.jpg,class_100
data/class_100/100.jpg,class_100
data/class_100/101.jpg,class_100
data/class_100/102.jpg,class_100
data/class_100/103.jpg,class_100
data/class_100/104.jpg,class_100
data/class_100/105.jpg,class_100
data/class_100/106.jpg,class_100
data/class_100/107.jpg,class_100
data/class_100/108.jpg,class_100
data/class_100/109.jpg,class_100
data/class_100/11.jpg,class_100
data/class_100/110.jpg,class_100
data/class_100/111.jpg,class_100
data/class_100/112.jpg,class_100
data/class_100/113.jpg,class_100
data/class_100/114.jpg,class_100
data/class_100/115.jpg,class_100
data/class_100/116.jpg,class_100
data/class_100/117.jpg,class_100
data/class_100/118.jpg,class_100
data/class_100/119.jpg,class_100
data/class_100/12.jpg,class_100
data/class_100/120.jpg,class_100
data/class_100/121.jpg,class_100
data/class_100/122.jpg,class_100
data/class_100/123.jpg,class_100
data/class_100/124.jpg,class_100
data/class_100/125.jpg,class_100
data/class_100/126.jpg,class_100
data/class_100/127.jpg,class_100
data/class_100/128.jpg,class_100
data/class_100/129.jpg,class_100
data/class_100/13.jpg,class_100
data/class_100/130.jpg,class_100
data/class_100/131.jpg,class_100
data/class_100/132.jpg,class_100
data/class_100/133.jpg,class_100
data/class_100/134.jpg,class_100
data/class_100/135.jpg,class_100
data/class_100/136.jpg,class_100
data/class_100/137.jpg,class_100
data/class_100/138.jpg,class_100
data/class_100/139.jpg,class_100
data/class_100/14.jpg,class_100
data/class_100/140.jpg,class_100
data/class_100/141.jpg,class_100
data/class_100/142.jpg,class_100
data/class_100/143.jpg,class_100
data/class_100/144.jpg,class_100
data/class_100/145.jpg,class_100
data/class_100/146.jpg,class_100
data/class_100/147.jpg,class_100
data/class_100/148.jpg,class_100
data/class_100/149.jpg,class_100
data/class_100/15.jpg,class_100
data/class_100/150.jpg,class_100
data/class_100/151.jpg,class_100
data/class_100/152.jpg,class_100
data/class_100/153.jpg,class_100
data/class_100/154.jpg,class_100
data/class_100/155.jpg,class_100
data/class_100/156.jpg,class_100
data/class_100/157.jpg,class_100
data/class_100/158.jpg,class_100
data/class_100/159.jpg,class_100
data/class_100/16.jpg,class_100
data/class_100/160.jpg,class_100
data/class_100/161.jpg,class_100
data/class_100/162.jpg,class_100
data/class_100/163.jpg,class_100
data/class_100/164.jpg,class_100
data/class_100/165.jpg,class_100
data/class_100/166.jpg,class_100
data/class_100/167.jpg,class_100
data/class_100/168.jpg,class_100
data/class_100/169.jpg,class_100
data/class_100/17.jpg,class_100
data/class_100/170.jpg,class_100
data/class_100/171.jpg,class_100
data/class_100/172.jpg,class_100
data/class_100/173.jpg,class_100
data/class_100/174.jpg,class_100
data/class_100/175.jpg,class_100
data/class_100/176.jpg,class_100
data/class_100/177.jpg,class_100
data/class_100/178.jpg,class_100
data/class_100/179.jpg,class_100
data/class_100/18.jpg,class_100
data/class_100/180.jpg,class_100
data/class_100/181.jpg,class_100
data/class_100/182.jpg,class_100
data/class_100/183.jpg,class_100
data/class_100/184.jpg,class_100
data/class_100/185.jpg,class_100
data/class_100/186.jpg,class_100
data/class_100/187.jpg,class_100
data/class_100/188.jpg,class_100
data/class_100/189.jpg,class_100
data/class_100/19.jpg,class_100
data/class_100/190.jpg,class_100
data/class_100/191.jpg,class_100
data/class_100/192.jpg,class_100
data/class_100/193.jpg,class_100
data/class_100/194.jpg,class_100
data/class_100/195.jpg,class_100
data/class_100/196.jpg,class_100
data/class_100/197.jpg,class_100
data/class_100/198.jpg,class_100
data/class_100/199.jpg,class_100
data/class_100/2.jpg,class_100
data/class_100/20.jpg,class_100
data/class_100/200.jpg,class_100
data/class_100/21.jpg,class_100
data/class_100/22.jpg,class_100
data/class_100/23.jpg,class_100
data/class_100/24.jpg,class_100
data/class_100/25.jpg,class_100
data/class_100/26.jpg,class_100
data/class_100/27.jpg,class_100
data/class_100/28.jpg,class_100
data/class_100/29.jpg,class_100
data/class_100/3.jpg,class_100
data/class_100/30.jpg,class_100
data/class_100/31.jpg,class_100
data/class_100/32.jpg,class_100
data/class_100/33.jpg,class_100
data/class_100/34.jpg,class_100
data/class_100/35.jpg,class_100
data/class_100/36.jpg,class_100
data/class_100/37.jpg,class_100
data/class_100/38.jpg,class_100
data/class_100/39.jpg,class_100
data/class_100/4.jpg,class_100
data/class_100/40.jpg,class_100
data/class_100/41.jpg,class_100
data/class_100/42.jpg,class_100
data/class_100/43.jpg,class_100
data/class_100/44.jpg,class_100
data/class_100/45.jpg,class_100
data/class_100/46.jpg,class_100
data/class_100/47.jpg,class_100
data/class_100/48.jpg,class_100
data/class_100/49.jpg,class_100
data/class_100/5.jpg,class_100
data/class_100/50.jpg,class_100
data/class_100/51.jpg,class_100
data/class_100/52.jpg,class_100
data/class_100/53.jpg,class_100
data/class_100/54.jpg,class_100
data/class_100/55.jpg,class_100
data/class_100/56.jpg,class_100
data/class_100/57.jpg,class_100
data/class_100/58.jpg,class_100
data/class_100/59.jpg,class_100
data/class_100/6.jpg,class_100
data/class_100/60.jpg,class_100
data/class_100/61.jpg,class_100
data/class_100/62.jpg,class_100
data/class_100/63.jpg,class_100
data/class_100/64.jpg,class_100
data/class_100/65.jpg,class_100
data/class_100/66.jpg,class_100
data/class_100/67.jpg,class_100
data/class_100/68.jpg,class_100
data/class_100/69.jpg,class_100
data/class_100/7.jpg,class_100
data/class_100/70.jpg,class_100
data/class_100/71.jpg,class_100
data/class_100/72.jpg,class_100
data/class_100/73.jpg,class_100
data/class_100/74.jpg,class_100
data/class_100/75.jpg,class_100
data/class_100/76.jpg,class_100
data/class_100/77.jpg,class_100
data/class_100/78.jpg,class_100
data/class_100/79.jpg,class_100
data/class_100/8.jpg,class_100
data/class_100/80.jpg,class_100
data/class_100/81.jpg,class_100
data/class_100/82.jpg,class_100
data/class_100/83.jpg,class_100
data/class_100/84.jpg,class_100
data/class_100/85.jpg,class_100
data/class_100/86.jpg,class_100
data/class_100/87.jpg,class_100
data/class_100/88.jpg,class_100
data/class_100/89.jpg,class_100
data/class_100/9.jpg,class_100
data/class_100/90.jpg,class_100
data/class_100/91.jpg,class_100
data/class_100/92.jpg,class_100
data/class_100/93.jpg,class_100
data/class_100/94.jpg,class_100
data/class_100/95.jpg,class_100
data/class_100/96.jpg,class_100
data/class_100/97.jpg,class_100
data/class_100/98.jpg,class_100
data/class_100/99.jpg,class_100
data/class_101/1.jpg,class_101
data/class_101/10.jpg,class_101
data/class_101/100.jpg,class_101
data/class_101/101.jpg,class_101
data/class_101/102.jpg,class_101
data/class_101/103.jpg,class_101
data/class_101/104.jpg,class_101
data/class_101/105.jpg,class_101
data/class_101/106.jpg,class_101
data/class_101/107.jpg,class_101
data/class_101/108.jpg,class_101
data/class_101/109.jpg,class_101
data/class_101/11.jpg,class_101
data/class_101/110.jpg,class_101
data/class_101/111.jpg,class_101
data/class_101/112.jpg,class_101
data/class_101/113.jpg,class_101
data/class_101/114.jpg,class_101
data/class_101/115.jpg,class_101
data/class_101/116.jpg,class_101
data/class_101/117.jpg,class_101
data/class_101/118.jpg,class_101
data/class_101/119.jpg,class_101
data/class_101/12.jpg,class_101
data/class_101/120.jpg,class_101
data/class_101/121.jpg,class_101
data/class_101/122.jpg,class_101
data/class_101/123.jpg,class_101
data/class_101/124.jpg,class_101
data/class_101/125.jpg,class_101
data/class_101/126.jpg,class_101
data/class_101/127.jpg,class_101
data/class_101/128.jpg,class_101
data/class_101/129.jpg,class_101
data/class_101/13.jpg,class_101
data/class_101/130.jpg,class_101
data/class_101/131.jpg,class_101
data/class_101/132.jpg,class_101
data/class_101/133.jpg,class_101
data/class_101/134.jpg,class_101
data/class_101/135.jpg,class_101
data/class_101/136.jpg,class_101
data/class_101/137.jpg,class_101
data/class_101/138.jpg,class_101
data/class_101/139.jpg,class_101
data/class_101/14.jpg,class_101
data/class_101/140.jpg,class_101
data/class_101/141.jpg,class_101
data/class_101/142.jpg,class_101
data/class_101/143.jpg,class_101
data/class_101/144.jpg,class_101
data/class_101/145.jpg,class_101
data/class_101/146.jpg,class_101
data/class_101/147.jpg,class_101
data/class_101/148.jpg,class_101
data/class_101/149.jpg,class_101
data/class_101/15.jpg,class_101
data/class_101/150.jpg,class_101
data/class_101/151.jpg,class_101
data/class_101/152.jpg,class_101
data/class_101/153.jpg,class_101
data/class_101/154.jpg,class_101
data/class_101/155.jpg,class_101
data/class_101/156.jpg,class_101
data/class_101/157.jpg,class_101
data/class_101/158.jpg,class_101
data/class_101/159.jpg,class_101
data/class_101/16.jpg,class_101
data/class_101/160.jpg,class_101
data/class_101/161.jpg,class_101
data/class_101/162.jpg,class_101
data/class_101/163.jpg,class_101
data/class_101/164.jpg,class_101
data/class_101/165.jpg,class_101
data/class_101/166.jpg,class_101
data/class_101/167.jpg,class_101
data/class_101/168.jpg,class_101
data/class_101/169.jpg,class_101
data/class_101/17.jpg,class_101
data/class_101/170.jpg,class_101
data/class_101/171.jpg,class_101
data/class_101/172.jpg,class_101
data/class_101/173.jpg,class_101
data/class_101/174.jpg,class_101
data/class_101/175.jpg,class_101
data/class_101/176.jpg,class_101
data/class_101/177.jpg,class_101
data/class_101/178.jpg,class_101
data/class_101/179.jpg,class_101
data/class_101/18.jpg,class_101
data/class_101/180.jpg,class_101
data/class_101/181.jpg,class_101
data/class_101/182.jpg,class_101
data/class_101/183.jpg,class_101
data/class_101/184.jpg,class_101
data/class_101/185.jpg,class_101
data/class_101/186.jpg,class_101
data/class_101/187.jpg,class_101
data/class_101/188.jpg,class_101
data/class_101/189.jpg,class_101
data/class_101/19.jpg,class_101
data/class_101/190.jpg,class_101
data/class_101/191.jpg,class_101
data/class_101/192.jpg,class_101
data/class_101/193.jpg,class_101
data/class_101/194.jpg,class_101
data/class_101/195.jpg,class_101
data/class_101/196.jpg,class_101
data/class_101/197.jpg,class_101
data/class_101/198.jpg,class_101
data/class_101/199.jpg,class_101
data/class_101/2.jpg,class_101
data/class_101/20.jpg,class_101
data/class_101/200.jpg,class_101
data/class_101/21.jpg,class_101
data/class_101/22.jpg,class_101
data/class_101/23.jpg,class_101
data/class_101/24.jpg,class_101
data/class_101/25.jpg,class_101
data/class_101/26.jpg,class_101
data/class_101/27.jpg,class_101
data/class_101/28.jpg,class_101
data/class_101/29.jpg,class_101
data/class_101/3.jpg,class_101
data/class_101/30.jpg,class_101
data/class_101/31.jpg,class_101
data/class_101/32.jpg,class_101
data/class_101/33.jpg,class_101
data/class_101/34.jpg,class_101
data/class_101/35.jpg,class_101
data/class_101/36.jpg,class_101
data/class_101/37.jpg,class_101
data/class_101/38.jpg,class_101
data/class_101/39.jpg,class_101
data/class_101/4.jpg,class_101
data/class_101/40.jpg,class_101
data/class_101/41.jpg,class_101
data/class_101/42.jpg,class_101
data/class_101/43.jpg,class_101
data/class_101/44.jpg,class_101
data/class_101/45.jpg,class_101
data/class_101/46.jpg,class_101
data/class_101/47.jpg,class_101
data/class_101/48.jpg,class_101
